"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-2132295","R-MMU-2132295","MHC class II antigen presentation","7/362","105/8691",0.0666666666666667,1.60055248618785,1.29067803474941,0.14755681277369,0.851289304463599,0.821751390975388,"13040/280408/15001/15000/381091/22153/16149",7
"R-MMU-1461957","R-MMU-1461957","Beta defensins","2/362","17/8691",0.117647058823529,2.82450438739032,1.56973884773989,0.156242097718154,0.853620098282763,0.82400131124683,"266620/12458",2
"R-MMU-197264","R-MMU-197264","Nicotinamide salvaging","2/362","17/8691",0.117647058823529,2.82450438739032,1.56973884773989,0.156242097718154,0.853620098282763,0.82400131124683,"216225/547253",2
"R-MMU-442660","R-MMU-442660","Na+/Cl- dependent neurotransmitter transporters","2/362","17/8691",0.117647058823529,2.82450438739032,1.56973884773989,0.156242097718154,0.853620098282763,0.82400131124683,"14412/102680",2
"R-MMU-447115","R-MMU-447115","Interleukin-12 family signaling","2/362","17/8691",0.117647058823529,2.82450438739032,1.56973884773989,0.156242097718154,0.853620098282763,0.82400131124683,"20849/16160",2
"R-MMU-5654221","R-MMU-5654221","Phospholipase C-mediated cascade; FGFR2","2/362","17/8691",0.117647058823529,2.82450438739032,1.56973884773989,0.156242097718154,0.853620098282763,0.82400131124683,"80857/14165",2
"R-MMU-9754706","R-MMU-9754706","Atorvastatin ADME","2/362","17/8691",0.117647058823529,2.82450438739032,1.56973884773989,0.156242097718154,0.853620098282763,0.82400131124683,"18671/12780",2
"R-MMU-5173214","R-MMU-5173214","O-glycosylation of TSR domain-containing proteins","3/362","33/8691",0.0909090909090909,2.18257157207433,1.41887245075677,0.156813173610463,0.853620098282763,0.82400131124683,"226866/233332/235130",3
"R-MMU-216083","R-MMU-216083","Integrin cell surface interactions","5/362","69/8691",0.072463768115942,1.73973096324766,1.2860625034809,0.159370679655854,0.86060167014161,0.830740637532407,"20750/16411/665033/16421/94216",5
"R-MMU-5684996","R-MMU-5684996","MAPK1/MAPK3 signaling","15/362","273/8691",0.0549450549450549,1.31913666444053,1.11691804329747,0.166353511954631,0.891179528328382,0.860257509606657,"18761/16184/71920/19415/14255/16797/80857/14165/14586/16185/320484/16912/16913/14585/16186",15
"R-MMU-190241","R-MMU-190241","FGFR2 ligand binding and activation","2/362","18/8691",0.111111111111111,2.66758747697974,1.47641329341281,0.171179829181117,0.898980541223473,0.867787844081605,"80857/14165",2
"R-MMU-936964","R-MMU-936964","Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)","2/362","18/8691",0.111111111111111,2.66758747697974,1.47641329341281,0.171179829181117,0.898980541223473,0.867787844081605,"54123/12475",2
"R-MMU-5683057","R-MMU-5683057","MAPK family signaling cascades","16/362","296/8691",0.0540540540540541,1.29774525907123,1.08654596359297,0.172178039005895,0.898980541223473,0.867787844081605,"18761/16184/71920/19415/14255/16797/80857/14165/14586/16185/320484/16912/16913/225724/14585/16186",16
"R-MMU-3214847","R-MMU-3214847","HATs acetylate histones","5/362","71/8691",0.0704225352112676,1.69072445724068,1.21828281384115,0.173136993124521,0.898980541223473,0.867787844081605,"320332/319152/319153/100041230/326619",5
"R-MMU-1638074","R-MMU-1638074","Keratan sulfate/keratin metabolism","3/362","35/8691",0.0857142857142857,2.05785319652723,1.30727977864932,0.177417988692309,0.904583751022035,0.873196634514838,"227327/244757/20443",3
"R-MMU-3214815","R-MMU-3214815","HDACs deacetylate histones","6/362","91/8691",0.0659340659340659,1.58296399732864,1.16541592272882,0.178195260846416,0.904583751022035,0.873196634514838,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-186797","R-MMU-186797","Signaling by PDGF","4/362","53/8691",0.0754716981132075,1.81194621077869,1.236022386829,0.178236502053231,0.904583751022035,0.873196634514838,"54635/20750/18791/665033",4
"R-MMU-199418","R-MMU-199418","Negative regulation of the PI3K/AKT network","7/362","111/8691",0.0630630630630631,1.5140361355831,1.13626397558974,0.179896339843344,0.906194249210872,0.874751251869832,"12487/23797/71920/14255/12478/80857/14165",7
"R-MMU-5654688","R-MMU-5654688","SHC-mediated cascade:FGFR1","2/362","19/8691",0.105263157894737,2.52718813608607,1.38924054567324,0.1863397406693,0.911444383708533,0.879819217958023,"80857/14165",2
"R-MMU-5683826","R-MMU-5683826","Surfactant metabolism","2/362","19/8691",0.105263157894737,2.52718813608607,1.38924054567324,0.1863397406693,0.911444383708533,0.879819217958023,"16541/11551",2
"R-MMU-8854691","R-MMU-8854691","Interleukin-20 family signaling","2/362","19/8691",0.105263157894737,2.52718813608607,1.38924054567324,0.1863397406693,0.911444383708533,0.879819217958023,"20849/237310",2
"R-MMU-8963898","R-MMU-8963898","Plasma lipoprotein assembly","2/362","19/8691",0.105263157894737,2.52718813608607,1.38924054567324,0.1863397406693,0.911444383708533,0.879819217958023,"11425/11808",2
"R-MMU-76009","R-MMU-76009","Platelet Aggregation (Plug Formation)","3/362","36/8691",0.0833333333333333,2.00069060773481,1.25425338082368,0.18798728385087,0.912887889203864,0.881212636907902,"14061/54368/11551",3
"R-MMU-9842860","R-MMU-9842860","Regulation of endogenous retroelements","6/362","93/8691",0.0645161290322581,1.54892176082695,1.10948374588813,0.190810614824789,0.913455070969736,0.881760138682677,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-9843940","R-MMU-9843940","Regulation of endogenous retroelements by KRAB-ZFP proteins","6/362","93/8691",0.0645161290322581,1.54892176082695,1.10948374588813,0.190810614824789,0.913455070969736,0.881760138682677,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-2029482","R-MMU-2029482","Regulation of actin dynamics for phagocytic cup formation","4/362","55/8691",0.0727272727272727,1.74605725765947,1.15708411097929,0.195183874044519,0.927810668873595,0.895617628121256,"12503/12502/76884/12229",4
"R-MMU-2453902","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)","2/362","20/8691",0.1,2.40082872928177,1.30747437871849,0.201677574447909,0.93884388105061,0.906268011493689,"79235/20897",2
"R-MMU-5654689","R-MMU-5654689","PI-3K cascade:FGFR1","2/362","20/8691",0.1,2.40082872928177,1.30747437871849,0.201677574447909,0.93884388105061,0.906268011493689,"80857/14165",2
"R-MMU-8935690","R-MMU-8935690","Digestion","2/362","20/8691",0.1,2.40082872928177,1.30747437871849,0.201677574447909,0.93884388105061,0.906268011493689,"18946/18947",2
"R-MMU-450408","R-MMU-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","4/362","56/8691",0.0714285714285714,1.71487766377269,1.11882538838911,0.203838570541368,0.94240435010564,0.909704939907043,"16912/16913/15511/193740",4
"R-MMU-416476","R-MMU-416476","G alpha (q) signalling events","11/362","200/8691",0.055,1.32045580110497,0.955809753020814,0.21220151611947,0.964327895221401,0.930867785016837,"16963/18761/14526/14061/50501/15465/17392/217369/56696/78826/12229",11
"R-MMU-2871837","R-MMU-2871837","FCERI mediated NF-kB activation","5/362","77/8691",0.0649350649350649,1.55897969433881,1.02708574861701,0.216931890535447,0.964327895221401,0.930867785016837,"14125/18761/16912/16913/14126",5
"R-MMU-5173105","R-MMU-5173105","O-linked glycosylation","6/362","97/8691",0.0618556701030928,1.4850486985248,1.00147768911152,0.217013199779324,0.964327895221401,0.930867785016837,"226866/227327/233332/235130/20443/71685",6
"R-MMU-2029485","R-MMU-2029485","Role of phospholipids in phagocytosis","2/362","21/8691",0.0952380952380952,2.28650355169692,1.23049210228264,0.217152355664671,0.964327895221401,0.930867785016837,"12503/12502",2
"R-MMU-5654693","R-MMU-5654693","FRS-mediated FGFR1 signaling","2/362","21/8691",0.0952380952380952,2.28650355169692,1.23049210228264,0.217152355664671,0.964327895221401,0.930867785016837,"80857/14165",2
"R-MMU-5654699","R-MMU-5654699","SHC-mediated cascade:FGFR2","2/362","21/8691",0.0952380952380952,2.28650355169692,1.23049210228264,0.217152355664671,0.964327895221401,0.930867785016837,"80857/14165",2
"R-MMU-110330","R-MMU-110330","Recognition and association of DNA glycosylase with site containing an affected purine","4/362","58/8691",0.0689655172413793,1.65574395122881,1.04456425933988,0.221472813956164,0.970741230002666,0.937058590832982,"320332/665433/100041230/326619",4
"R-MMU-2980736","R-MMU-2980736","Peptide hormone metabolism","4/362","58/8691",0.0689655172413793,1.65574395122881,1.04456425933988,0.221472813956164,0.970741230002666,0.937058590832982,"14526/12873/104158/17228",4
"R-MMU-3371571","R-MMU-3371571","HSF1-dependent transactivation","2/362","22/8691",0.0909090909090909,2.18257157207433,1.1577692646114,0.232726196899603,0.999995394288411,0.96529769834624,"15511/193740",2
"R-MMU-389357","R-MMU-389357","CD28 dependent PI3K/Akt signaling","2/362","22/8691",0.0909090909090909,2.18257157207433,1.1577692646114,0.232726196899603,0.999995394288411,0.96529769834624,"12487/23797",2
"R-MMU-5654695","R-MMU-5654695","PI-3K cascade:FGFR2","2/362","22/8691",0.0909090909090909,2.18257157207433,1.1577692646114,0.232726196899603,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-110331","R-MMU-110331","Cleavage of the damaged purine","4/362","60/8691",0.0666666666666667,1.60055248618785,0.973114129603802,0.239490747715865,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-73927","R-MMU-73927","Depurination","4/362","60/8691",0.0666666666666667,1.60055248618785,0.973114129603802,0.239490747715865,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-9670095","R-MMU-9670095","Inhibition of DNA recombination at telomere","4/362","60/8691",0.0666666666666667,1.60055248618785,0.973114129603802,0.239490747715865,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-375280","R-MMU-375280","Amine ligand-binding receptors","3/362","41/8691",0.0731707317073171,1.75670394825495,1.01245940047377,0.24290151052355,0.999995394288411,0.96529769834624,"15465/15566/11551",3
"R-MMU-5654700","R-MMU-5654700","FRS-mediated FGFR2 signaling","2/362","23/8691",0.0869565217391304,2.08767715589719,1.08886043230289,0.248364113230168,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-8963743","R-MMU-8963743","Digestion and absorption","2/362","23/8691",0.0869565217391304,2.08767715589719,1.08886043230289,0.248364113230168,0.999995394288411,0.96529769834624,"18946/18947",2
"R-MMU-2142753","R-MMU-2142753","Arachidonic acid metabolism","4/362","61/8691",0.0655737704918033,1.5743139208405,0.938375381423915,0.248625191016946,0.999995394288411,0.96529769834624,"19215/64292/631304/13078",4
"R-MMU-3000178","R-MMU-3000178","ECM proteoglycans","3/362","42/8691",0.0714285714285714,1.71487766377269,0.968146694306011,0.254197397922209,0.999995394288411,0.96529769834624,"329278/16411/665033",3
"R-MMU-8878171","R-MMU-8878171","Transcriptional regulation by RUNX1","10/362","189/8691",0.0529100529100529,1.27027975094273,0.7831619954638,0.263082220504765,0.999995394288411,0.96529769834624,"18507/320332/319152/319153/665433/100041230/326619/16912/16913/20371",10
"R-MMU-3238698","R-MMU-3238698","WNT ligand biogenesis and trafficking","2/362","24/8691",0.0833333333333333,2.00069060773481,1.02338439088237,0.264033847278652,0.999995394288411,0.96529769834624,"22420/22417",2
"R-MMU-9856649","R-MMU-9856649","Transcriptional and post-translational regulation of MITF-M expression and activity","2/362","24/8691",0.0833333333333333,2.00069060773481,1.02338439088237,0.264033847278652,0.999995394288411,0.96529769834624,"23797/21386",2
"R-MMU-6811558","R-MMU-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","6/362","104/8691",0.0576923076923077,1.38509349766256,0.823625655565577,0.265486167220749,0.999995394288411,0.96529769834624,"12487/71920/14255/12478/80857/14165",6
"R-MMU-5358346","R-MMU-5358346","Hedgehog ligand biogenesis","4/362","63/8691",0.0634920634920635,1.52433570113128,0.870747784358328,0.267108728783238,0.999995394288411,0.96529769834624,"20423/77583/16912/16913",4
"R-MMU-174824","R-MMU-174824","Plasma lipoprotein assembly, remodeling, and clearance","4/362","64/8691",0.0625,1.50051795580111,0.837813767296624,0.276443540395152,0.999995394288411,0.96529769834624,"11657/11425/11808/66113",4
"R-MMU-512988","R-MMU-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling","3/362","44/8691",0.0681818181818182,1.63692867905575,0.882982620477541,0.276993746860064,0.999995394288411,0.96529769834624,"16184/16185/16186",3
"R-MMU-5362517","R-MMU-5362517","Signaling by Retinoic Acid","3/362","44/8691",0.0681818181818182,1.63692867905575,0.882982620477541,0.276993746860064,0.999995394288411,0.96529769834624,"11522/27273/218772",3
"R-MMU-9757110","R-MMU-9757110","Prednisone ADME","2/362","25/8691",0.08,1.92066298342541,0.961012610380323,0.279705703734565,0.999995394288411,0.96529769834624,"18671/11657",2
"R-MMU-211976","R-MMU-211976","Endogenous sterols","2/362","26/8691",0.0769230769230769,1.84679133021674,0.901460155740404,0.295352392869644,0.999995394288411,0.96529769834624,"13123/13078",2
"R-MMU-1474244","R-MMU-1474244","Extracellular matrix organization","12/362","241/8691",0.0497925311203319,1.19543339217349,0.641426176557509,0.303541758025274,0.999995394288411,0.96529769834624,"329278/13040/20750/16411/17392/17394/665033/17228/71753/16421/381122/94216",12
"R-MMU-5658442","R-MMU-5658442","Regulation of RAS by GAPs","4/362","67/8691",0.0597014925373134,1.43333058464583,0.742284022690684,0.304736536401907,0.999995394288411,0.96529769834624,"19415/320484/16912/16913",4
"R-MMU-73929","R-MMU-73929","Base-Excision Repair, AP Site Formation","4/362","67/8691",0.0597014925373134,1.43333058464583,0.742284022690684,0.304736536401907,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
"R-MMU-211945","R-MMU-211945","Phase I - Functionalization of compounds","6/362","110/8691",0.0545454545454545,1.3095429432446,0.681108094721663,0.308999647762934,0.999995394288411,0.96529769834624,"13123/67758/11522/104158/631304/13078",6
"R-MMU-1257604","R-MMU-1257604","PIP3 activates AKT signaling","11/362","220/8691",0.05,1.20041436464088,0.627683320474058,0.309982972085924,0.999995394288411,0.96529769834624,"109294/12487/23797/99377/71920/14255/12478/80857/14165/16912/16913",11
"R-MMU-2022854","R-MMU-2022854","Keratan sulfate biosynthesis","2/362","27/8691",0.0740740740740741,1.77839165131983,0.844478451055351,0.31094888258661,0.999995394288411,0.96529769834624,"227327/20443",2
"R-MMU-8948751","R-MMU-8948751","Regulation of PTEN stability and activity","4/362","68/8691",0.0588235294117647,1.41225219369516,0.711468998739451,0.31424116768382,0.999995394288411,0.96529769834624,"109294/23797/16912/16913",4
"R-MMU-9006925","R-MMU-9006925","Intracellular signaling by second messengers","12/362","244/8691",0.0491803278688525,1.18073544063038,0.596973057100685,0.318341032696732,0.999995394288411,0.96529769834624,"109294/12487/23797/99377/71920/14255/12478/80857/432530/14165/16912/16913",12
"R-MMU-1592389","R-MMU-1592389","Activation of Matrix Metalloproteinases","3/362","48/8691",0.0625,1.50051795580111,0.724896105981018,0.323058754011814,0.999995394288411,0.96529769834624,"17392/17394/17228",3
"R-MMU-5654696","R-MMU-5654696","Downstream signaling of activated FGFR2","2/362","28/8691",0.0714285714285714,1.71487766377269,0.789849465776085,0.32647225856529,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-1474290","R-MMU-1474290","Collagen formation","4/362","70/8691",0.0571428571428571,1.37190213101815,0.651278298029982,0.333321645515468,0.999995394288411,0.96529769834624,"13040/17392/665033/94216",4
"R-MMU-69202","R-MMU-69202","Cyclin E associated events during G1/S transition","4/362","70/8691",0.0571428571428571,1.37190213101815,0.651278298029982,0.333321645515468,0.999995394288411,0.96529769834624,"23797/20459/16912/16913",4
"R-MMU-168138","R-MMU-168138","Toll Like Receptor 9 (TLR9) Cascade","5/362","92/8691",0.0543478260869565,1.30479822243574,0.612703147787516,0.337425060621124,0.999995394288411,0.96529769834624,"54123/434341/81897/12475/71398",5
"R-MMU-196807","R-MMU-196807","Nicotinate metabolism","2/362","29/8691",0.0689655172413793,1.65574395122881,0.737381003259006,0.34190159209113,0.999995394288411,0.96529769834624,"216225/547253",2
"R-MMU-5654687","R-MMU-5654687","Downstream signaling of activated FGFR1","2/362","29/8691",0.0689655172413793,1.65574395122881,0.737381003259006,0.34190159209113,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-111367","R-MMU-111367","SLBP independent Processing of Histone Pre-mRNAs","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"69878",1
"R-MMU-159782","R-MMU-159782","Removal of aminoterminal propeptides from gamma-carboxylated proteins","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"14061",1
"R-MMU-193692","R-MMU-193692","Regulated proteolysis of p75NTR","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"18053",1
"R-MMU-198693","R-MMU-198693","AKT phosphorylates targets in the nucleus","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"23797",1
"R-MMU-3000480","R-MMU-3000480","Scavenging by Class A Receptors","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"17167",1
"R-MMU-391160","R-MMU-391160","Signal regulatory protein family interactions","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"751864",1
"R-MMU-418457","R-MMU-418457","cGMP effects","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"23984",1
"R-MMU-430116","R-MMU-430116","GP1b-IX-V activation signalling","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"54368",1
"R-MMU-70635","R-MMU-70635","Urea cycle","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"227231",1
"R-MMU-73614","R-MMU-73614","Pyrimidine salvage","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"22271",1
"R-MMU-844456","R-MMU-844456","The NLRP3 inflammasome","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"54483",1
"R-MMU-879518","R-MMU-879518","Transport of organic anions","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"227394",1
"R-MMU-8964058","R-MMU-8964058","HDL remodeling","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"11657",1
"R-MMU-8984722","R-MMU-8984722","Interleukin-35 Signalling","1/362","10/8691",0.1,2.40082872928177,0.923991347419651,0.346668925003952,0.999995394288411,0.96529769834624,"20849",1
"R-MMU-69656","R-MMU-69656","Cyclin A:Cdk2-associated events at S phase entry","4/362","72/8691",0.0555555555555556,1.33379373848987,0.592903120339481,0.352455382451164,0.999995394288411,0.96529769834624,"23797/20459/16912/16913",4
"R-MMU-2672351","R-MMU-2672351","Stimuli-sensing channels","5/362","94/8691",0.0531914893617021,1.2770365581286,0.562983010191855,0.3540987585723,0.999995394288411,0.96529769834624,"12372/23844/12723/246788/24115",5
"R-MMU-3769402","R-MMU-3769402","Deactivation of the beta-catenin transactivating complex","2/362","30/8691",0.0666666666666667,1.60055248618785,0.686902852264842,0.357217815171474,0.999995394288411,0.96529769834624,"20671/20679",2
"R-MMU-3371497","R-MMU-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","3/362","51/8691",0.0588235294117647,1.41225219369516,0.615543762136456,0.357665403817088,0.999995394288411,0.96529769834624,"15511/193740/22153",3
"R-MMU-6807070","R-MMU-6807070","PTEN Regulation","5/362","96/8691",0.0520833333333333,1.25043162983425,0.514362855208034,0.370808329930971,0.999995394288411,0.96529769834624,"109294/23797/99377/16912/16913",5
"R-MMU-397795","R-MMU-397795","G-protein beta:gamma signalling","2/362","31/8691",0.0645161290322581,1.54892176082695,0.638263620155529,0.372403602564416,0.999995394288411,0.96529769834624,"23797/12229",2
"R-MMU-418597","R-MMU-418597","G alpha (z) signalling events","2/362","31/8691",0.0645161290322581,1.54892176082695,0.638263620155529,0.372403602564416,0.999995394288411,0.96529769834624,"432530/11551",2
"R-MMU-5654726","R-MMU-5654726","Negative regulation of FGFR1 signaling","2/362","31/8691",0.0645161290322581,1.54892176082695,0.638263620155529,0.372403602564416,0.999995394288411,0.96529769834624,"80857/14165",2
"R-MMU-5656169","R-MMU-5656169","Termination of translesion DNA synthesis","2/362","31/8691",0.0645161290322581,1.54892176082695,0.638263620155529,0.372403602564416,0.999995394288411,0.96529769834624,"100038882/74153",2
"R-MMU-159854","R-MMU-159854","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"14061",1
"R-MMU-163560","R-MMU-163560","Triglyceride catabolism","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"16204",1
"R-MMU-381771","R-MMU-381771","Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"14526",1
"R-MMU-389359","R-MMU-389359","CD28 dependent Vav1 pathway","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"12487",1
"R-MMU-390666","R-MMU-390666","Serotonin receptors","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"15566",1
"R-MMU-417957","R-MMU-417957","P2Y receptors","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"78826",1
"R-MMU-428643","R-MMU-428643","Organic anion transporters","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"216225",1
"R-MMU-432047","R-MMU-432047","Passive transport by Aquaporins","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"11833",1
"R-MMU-73621","R-MMU-73621","Pyrimidine catabolism","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"22271",1
"R-MMU-74182","R-MMU-74182","Ketone body metabolism","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"380660",1
"R-MMU-75892","R-MMU-75892","Platelet Adhesion to exposed collagen","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"54368",1
"R-MMU-77588","R-MMU-77588","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"69878",1
"R-MMU-8847993","R-MMU-8847993","ERBB2 Activates PTK6 Signaling","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"20459",1
"R-MMU-8866907","R-MMU-8866907","Activation of the TFAP2 (AP-2) family of transcription factors","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"12705",1
"R-MMU-8963693","R-MMU-8963693","Aspartate and asparagine metabolism","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"11484",1
"R-MMU-8963888","R-MMU-8963888","Chylomicron assembly","1/362","11/8691",0.0909090909090909,2.18257157207433,0.818147593311873,0.373913003929026,0.999995394288411,0.96529769834624,"11808",1
"R-MMU-2029480","R-MMU-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","4/362","75/8691",0.0533333333333333,1.28044198895028,0.508497201985869,0.381151806051505,0.999995394288411,0.96529769834624,"12503/12502/76884/12229",4
"R-MMU-74752","R-MMU-74752","Signaling by Insulin receptor","4/362","75/8691",0.0533333333333333,1.28044198895028,0.508497201985869,0.381151806051505,0.999995394288411,0.96529769834624,"14255/80857/81897/14165",4
"R-MMU-5663213","R-MMU-5663213","RHO GTPases Activate WASPs and WAVEs","2/362","32/8691",0.0625,1.50051795580111,0.591328109155683,0.387443260363508,0.999995394288411,0.96529769834624,"76884/12229",2
"R-MMU-8854214","R-MMU-8854214","TBC/RABGAPs","2/362","32/8691",0.0625,1.50051795580111,0.591328109155683,0.387443260363508,0.999995394288411,0.96529769834624,"270192/207592",2
"R-MMU-913709","R-MMU-913709","O-linked glycosylation of mucins","3/362","54/8691",0.0555555555555556,1.33379373848987,0.512933835644004,0.392022661850691,0.999995394288411,0.96529769834624,"227327/20443/71685",3
"R-MMU-168898","R-MMU-168898","Toll-like Receptor Cascades","7/362","144/8691",0.0486111111111111,1.16706952117864,0.421443504287374,0.393269483366805,0.999995394288411,0.96529769834624,"13040/54123/434341/81897/17079/12475/71398",7
"R-MMU-211859","R-MMU-211859","Biological oxidations","10/362","213/8691",0.0469483568075117,1.12714963816045,0.391675103319472,0.395050030263237,0.999995394288411,0.96529769834624,"13123/67758/11522/56362/319655/104158/100042295/11720/631304/13078",10
"R-MMU-1358803","R-MMU-1358803","Downregulation of ERBB2:ERBB3 signaling","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"23797",1
"R-MMU-1475029","R-MMU-1475029","Reversible hydration of carbon dioxide","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"12351",1
"R-MMU-179812","R-MMU-179812","GRB2 events in EGFR signaling","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"71920",1
"R-MMU-190239","R-MMU-190239","FGFR3 ligand binding and activation","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-190372","R-MMU-190372","FGFR3c ligand binding and activation","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-400508","R-MMU-400508","Incretin synthesis, secretion, and inactivation","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"14526",1
"R-MMU-549132","R-MMU-549132","Organic cation/anion/zwitterion transport","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"20519",1
"R-MMU-5654227","R-MMU-5654227","Phospholipase C-mediated cascade; FGFR3","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"80857",1
"R-MMU-5658623","R-MMU-5658623","FGFRL1 modulation of FGFR1 signaling","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"14165",1
"R-MMU-75205","R-MMU-75205","Dissolution of Fibrin Clot","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"18791",1
"R-MMU-9614399","R-MMU-9614399","Regulation of localization of FOXO transcription factors","1/362","12/8691",0.0833333333333333,2.00069060773481,0.723141598480699,0.400024005378069,0.999995394288411,0.96529769834624,"23797",1
"R-MMU-606279","R-MMU-606279","Deposition of new CENPA-containing nucleosomes at the centromere","4/362","77/8691",0.051948051948052,1.24718375547105,0.454182710222144,0.400214873982927,0.999995394288411,0.96529769834624,"320332/665433/100041230/326619",4
