"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","13/790","169/28928",0.0769230769230769,2.81674780915287,3.96889617298521,0.000789530573414675,0.00805218869905852,0.00591811367636281,"227231/98256/70789/56720/30956/15930/434437/11484/18126/209027/71275/11720/17986",13
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","9/790","90/28928",0.1,3.66177215189873,4.23768034241585,0.000793454869566389,0.00807477132347519,0.00593471121814969,"16182/20849/30925/12515/16160/12775/16364/321019/20371",9
"GO:0031646","GO:0031646","positive regulation of nervous system process","7/790","56/28928",0.125,4.57721518987342,4.48972019417554,0.000799418127732414,0.00811796214871497,0.00596645516046128,"13011/66797/23966/16411/18053/116838/225908",7
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","6/790","41/28928",0.146341463414634,5.35869095399815,4.67967201419317,0.000809745370275245,0.00820518806532126,0.0060305635549977,"22417/14174/18053/20474/14165/19876",6
"GO:0030900","GO:0030900","forebrain development","26/790","480/28928",0.0541666666666667,1.98345991561181,3.64057550966187,0.000814729835383014,0.00823801773592847,0.00605469236393057,"18993/14472/16560/19130/16870/12010/67749/19218/18507/18124/13131/22417/20423/21386/18506/66797/109648/12176/81907/11925/13865/14165/218772/18092/110082/19876",26
"GO:0097530","GO:0097530","granulocyte migration","13/790","170/28928",0.0764705882352941,2.80017870439315,3.94438566337434,0.000834033362327114,0.00841518277117229,0.00618490327393724,"16963/19218/20309/20750/56221/20299/76527/20306/20307/20304/20303/12775/16149",13
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","11/790","129/28928",0.0852713178294574,3.12244136983613,4.04818623848249,0.000844189742232626,0.0084814126868563,0.0062335802466763,"16184/20423/74734/83408/67596/12775/14998/14960/16149/20371/16186",11
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","11/790","129/28928",0.0852713178294574,3.12244136983613,4.04818623848249,0.000844189742232626,0.0084814126868563,0.0062335802466763,"69169/18761/18124/12578/22163/15930/12502/20304/12775/16149/60533",11
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","9/790","91/28928",0.0989010989010989,3.62153289748226,4.19681282357163,0.000859596460031461,0.0085996069581961,0.00632044943961581,"228801/23961/23960/246730/414084/16643/27007/327957/12475",9
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","9/790","91/28928",0.0989010989010989,3.62153289748226,4.19681282357163,0.000859596460031461,0.0085996069581961,0.00632044943961581,"16182/16963/14125/12010/18124/83408/327957/58185/16149",9
"GO:0032611","GO:0032611","interleukin-1 beta production","10/790","110/28928",0.0909090909090909,3.3288837744534,4.10044385737505,0.00087697086418782,0.00875487615368897,0.00643456757366694,"102639543/623121/236312/100033459/100040462/15950/229898/637515/12775/54483",10
"GO:0055002","GO:0055002","striated muscle cell development","15/790","215/28928",0.0697674418604651,2.55472475713865,3.83399983200912,0.000893207863645641,0.00889815935049518,0.00653987636340146,"12372/19130/17996/329828/21916/21386/66797/50876/109272/17268/18858/20474/65256/18092/225288",15
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity","6/790","42/28928",0.142857142857143,5.23110307414105,4.59783283966071,0.000923141245180106,0.00910036108505315,0.00668848848557039,"30925/83408/16643/27007/16160/20400",6
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","6/790","42/28928",0.142857142857143,5.23110307414105,4.59783283966071,0.000923141245180106,0.00910036108505315,0.00668848848557039,"12487/14125/109648/16160/12775/12229",6
"GO:0032633","GO:0032633","interleukin-4 production","6/790","42/28928",0.142857142857143,5.23110307414105,4.59783283966071,0.000923141245180106,0.00910036108505315,0.00668848848557039,"12487/18761/19074/12501/16364/20371",6
"GO:0046461","GO:0046461","neutral lipid catabolic process","6/790","42/28928",0.142857142857143,5.23110307414105,4.59783283966071,0.000923141245180106,0.00910036108505315,0.00668848848557039,"227231/67758/104158/11808/66113/18947",6
"GO:0046464","GO:0046464","acylglycerol catabolic process","6/790","42/28928",0.142857142857143,5.23110307414105,4.59783283966071,0.000923141245180106,0.00910036108505315,0.00668848848557039,"227231/67758/104158/11808/66113/18947",6
"GO:0016485","GO:0016485","protein processing","18/790","285/28928",0.0631578947368421,2.3126982011992,3.73161387680464,0.00092565011400103,0.00910608299648513,0.00669269391636271,"69169/102639543/623121/236312/100033459/100040462/15950/13011/13040/20423/50909/18791/21922/76884/17228/30060/17287/225908",18
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","13/790","172/28928",0.0755813953488372,2.76761848690021,3.89589417758073,0.000929373746369296,0.00911237408969657,0.00669731767844348,"19130/22417/27273/20617/26367/50781/382044/104158/13897/11808/66113/103142/16149",13
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","9/790","92/28928",0.0978260869565217,3.58216840946615,4.15651736906527,0.000930149155280336,0.00911237408969657,0.00669731767844348,"100038882/246727/23961/23960/246730/434341/20304/547253/19876",9
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","14/790","194/28928",0.0721649484536082,2.6425159859063,3.84619285805772,0.000945381589156,0.00924242621945058,0.00679290203649849,"22420/14472/22417/20423/21386/14234/20474/17702/14165/18095/22337/21380/104156/12705",14
"GO:0042149","GO:0042149","cellular response to glucose starvation","7/790","58/28928",0.120689655172414,4.41938018332606,4.36773847152979,0.000988842970571977,0.00958938663712834,0.00704790738594533,"102639543/623121/236312/100033459/100040462/15950/22271",7
"GO:0031650","GO:0031650","regulation of heat generation","4/790","17/28928",0.235294117647059,8.61593447505584,5.26301652334907,0.000988994343981682,0.00958938663712834,0.00704790738594533,"64292/19218/20304/21943",4
"GO:0046642","GO:0046642","negative regulation of alpha-beta T cell proliferation","4/790","17/28928",0.235294117647059,8.61593447505584,5.26301652334907,0.000988994343981682,0.00958938663712834,0.00704790738594533,"16963/208154/60533/20371",4
"GO:0070857","GO:0070857","regulation of bile acid biosynthetic process","4/790","17/28928",0.235294117647059,8.61593447505584,5.26301652334907,0.000988994343981682,0.00958938663712834,0.00704790738594533,"19130/382044/104158/13897",4
"GO:0006720","GO:0006720","isoprenoid metabolic process","10/790","112/28928",0.0892857142857143,3.26943942133816,4.0320823079966,0.00100815421482436,0.00975513156229641,0.00716972486254514,"79235/11522/104158/13897/102022/234671/234673/103142/13078/72082",10
"GO:0061041","GO:0061041","regulation of wound healing","11/790","132/28928",0.0833333333333333,3.05147679324894,3.95827644956291,0.0010206446496777,0.00985579557418833,0.00724370984821306,"11905/14061/22417/230959/18791/14234/20443/71753/106014/100503895/11551",11
"GO:0031643","GO:0031643","positive regulation of myelination","5/790","29/28928",0.172413793103448,6.31340026189437,4.79676845432002,0.00103324635037891,0.00989652995231077,0.00727364837663983,"13011/23966/16411/18053/225908",5
"GO:0042430","GO:0042430","indole-containing compound metabolic process","5/790","29/28928",0.172413793103448,6.31340026189437,4.79676845432002,0.00103324635037891,0.00989652995231077,0.00727364837663983,"98256/70789/56720/21990/15930",5
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","5/790","29/28928",0.172413793103448,6.31340026189437,4.79676845432002,0.00103324635037891,0.00989652995231077,0.00727364837663983,"19215/18167/19218/11657/217369",5
"GO:0060444","GO:0060444","branching involved in mammary gland duct morphogenesis","5/790","29/28928",0.172413793103448,6.31340026189437,4.79676845432002,0.00103324635037891,0.00989652995231077,0.00727364837663983,"22417/21386/17702/22337/104156",5
"GO:1905952","GO:1905952","regulation of lipid localization","14/790","196/28928",0.0714285714285714,2.61555153707052,3.80263424023755,0.00104376120041423,0.00997700483472876,0.00733279496647289,"64292/79235/20423/20750/11425/382044/104158/13897/11808/268379/27404/18095/21943/14419",14
"GO:0032689","GO:0032689","negative regulation of type II interferon production","6/790","43/28928",0.13953488372093,5.1094495142773,4.51856279426547,0.00104836728455596,0.00998062564047024,0.00733545614851655,"16963/83408/57757/60533/58205/20371",6
"GO:0042745","GO:0042745","circadian sleep/wake cycle","6/790","43/28928",0.13953488372093,5.1094495142773,4.51856279426547,0.00104836728455596,0.00998062564047024,0.00733545614851655,"19215/18167/19218/11657/66797/217369",6
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","8/790","76/28928",0.105263157894737,3.85449700199867,4.17510167687238,0.00109614932483103,0.0103936086583376,0.00763898610012236,"12487/16963/14125/12902/83408/14128/20371/12229",8
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","8/790","76/28928",0.105263157894737,3.85449700199867,4.17510167687238,0.00109614932483103,0.0103936086583376,0.00763898610012236,"12487/16963/14125/12902/83408/14128/20371/12229",8
"GO:0048706","GO:0048706","embryonic skeletal system development","12/790","154/28928",0.0779220779220779,2.85332894953148,3.86394896097764,0.00110775937769082,0.0104826448526173,0.00770442499366443,"13345/20204/11694/18507/20423/54352/14234/13393/20666/20474/13386/21380",12
"GO:0030101","GO:0030101","natural killer cell activation","10/790","114/28928",0.087719298245614,3.21208083499889,3.96524725979795,0.00115497874861615,0.0109076193019309,0.00801676828249986,"16182/75345/30925/12481/16643/27007/72310/16160/57757/20400",10
"GO:0050871","GO:0050871","positive regulation of B cell activation","9/790","95/28928",0.0947368421052632,3.4690473017988,4.0389169921415,0.00117045731741515,0.0110097598662039,0.00809183848923832,"12487/22163/24099/81897/321019/72049/16149/16186/12229",9
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","9/790","95/28928",0.0947368421052632,3.4690473017988,4.0389169921415,0.00117045731741515,0.0110097598662039,0.00809183848923832,"102639543/623121/236312/100033459/15951/100040462/15950/241494/16149",9
"GO:0042908","GO:0042908","xenobiotic transport","6/790","44/28928",0.136363636363636,4.99332566168009,4.44171848771226,0.00118622431114738,0.0111137920580117,0.00816829898465518,"18671/26357/76408/27404/20519/12780",6
"GO:0051084","GO:0051084","'de novo' post-translational protein folding","6/790","44/28928",0.136363636363636,4.99332566168009,4.44171848771226,0.00118622431114738,0.0111137920580117,0.00816829898465518,"14998/15000/14999/15511/193740/16149",6
"GO:0072001","GO:0072001","renal system development","22/790","390/28928",0.0564102564102564,2.06561506004544,3.55009125827533,0.00119189229513521,0.0111447830052049,0.00819107638782863,"20671/18993/22420/19130/55994/100534287/22417/20423/20750/14234/20897/14561/20666/20474/14165/218772/18095/15117/22270/19876/14585/12705",22
"GO:0019433","GO:0019433","triglyceride catabolic process","5/790","30/28928",0.166666666666667,6.10295358649789,4.68561911837389,0.00121230241381885,0.0112909112387625,0.00829847619300476,"227231/67758/11808/66113/18947",5
"GO:0043369","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","5/790","30/28928",0.166666666666667,6.10295358649789,4.68561911837389,0.00121230241381885,0.0112909112387625,0.00829847619300476,"30925/20423/12515/16364/20371",5
"GO:0048771","GO:0048771","tissue remodeling","15/790","222/28928",0.0675675675675676,2.47417037290455,3.69450668297091,0.0012330691342906,0.0114529484461961,0.00841756860989067,"13040/12578/20750/27273/21990/14234/17312/18126/13386/14165/21943/75766/22337/21380/17986",15
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","12/790","156/28928",0.0769230769230769,2.81674780915287,3.81233054981862,0.00123842639837263,0.0114529484461961,0.00841756860989067,"19130/20459/22417/18506/546144/81897/14561/13393/20666/218772/331063/21380",12
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","4/790","18/28928",0.222222222222222,8.13727144866385,5.07531558370851,0.00124425297604799,0.0114529484461961,0.00841756860989067,"16182/16963/244202/16160",4
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","4/790","18/28928",0.222222222222222,8.13727144866385,5.07531558370851,0.00124425297604799,0.0114529484461961,0.00841756860989067,"16963/15930/58185/16149",4
"GO:0033080","GO:0033080","immature T cell proliferation in thymus","4/790","18/28928",0.222222222222222,8.13727144866385,5.07531558370851,0.00124425297604799,0.0114529484461961,0.00841756860989067,"12578/22417/20423/20371",4
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway","4/790","18/28928",0.222222222222222,8.13727144866385,5.07531558370851,0.00124425297604799,0.0114529484461961,0.00841756860989067,"69169/329693/12483/12478",4
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","8/790","78/28928",0.102564102564103,3.75566374553716,4.08337481563106,0.00129971992041857,0.0119402285296041,0.0087757046439075,"57816/76527/16160/20304/13386/21943/75766/16149",8
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","7/790","61/28928",0.114754098360656,4.20203361693297,4.19477440359722,0.00133723833256489,0.0121927302468883,0.00896128572281832,"58203/54123/434341/17394/547253/15511/16149",7
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","7/790","61/28928",0.114754098360656,4.20203361693297,4.19477440359722,0.00133723833256489,0.0121927302468883,0.00896128572281832,"12481/244202/81897/18126/15511/12475/16149",7
"GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","6/790","45/28928",0.133333333333333,4.88236286919831,4.36716763037888,0.00133753372890473,0.0121927302468883,0.00896128572281832,"16963/12372/14061/20617/12478/12766",6
"GO:0060259","GO:0060259","regulation of feeding behavior","6/790","45/28928",0.133333333333333,4.88236286919831,4.36716763037888,0.00133753372890473,0.0121927302468883,0.00896128572281832,"229323/18167/18124/23919/109648/26367",6
"GO:0050886","GO:0050886","endocrine process","10/790","117/28928",0.0854700854700855,3.12971978794764,3.8677185334247,0.00140754016590486,0.0128061746886373,0.00941214872120138,"12873/58869/20750/21386/170639/17227/18095/81799/22337/14419",10
"GO:0032637","GO:0032637","interleukin-8 production","8/790","79/28928",0.10126582278481,3.7081236981253,4.03864139334029,0.00141219766599906,0.0128238411131684,0.00942513300566579,"12481/100061/244202/81897/18126/15511/12475/16149",8
"GO:0046209","GO:0046209","nitric oxide metabolic process","9/790","98/28928",0.0918367346938776,3.36285197623353,3.92595993289979,0.00145857583740977,0.0132195683382897,0.00971598047467424,"227231/83408/109648/15465/27007/11988/18126/11629/13078",9
"GO:0051258","GO:0051258","protein polymerization","18/790","297/28928",0.0606060606060606,2.2192558496356,3.53894199872446,0.00147172710448744,0.0133132095543864,0.00978480391912702,"12372/21916/56221/20617/75305/93675/67971/546144/50876/76884/20259/20741/15511/193740/11629/22153/225288/68166",18
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","13/790","181/28928",0.0718232044198895,2.63000209804881,3.68595320335472,0.00147891417199765,0.0133526438244224,0.00981378690767086,"16963/12372/14061/13040/18671/57816/83408/20617/12478/14169/14419/12482/12766",13
"GO:0006458","GO:0006458","'de novo' protein folding","6/790","46/28928",0.130434782608696,4.77622454595487,4.29478794762771,0.00150313628908751,0.0135454380860138,0.0099554848234663,"14998/15000/14999/15511/193740/16149",6
"GO:0030239","GO:0030239","myofibril assembly","8/790","80/28928",0.1,3.66177215189873,3.99463080374885,0.00153226543165019,0.0137816330823852,0.0101290809586981,"12372/19130/17996/21916/50876/109272/20474/225288",8
"GO:0033079","GO:0033079","immature T cell proliferation","4/790","19/28928",0.210526315789474,7.70899400399733,4.90158231566534,0.00154223542232538,0.0137924917882963,0.0101370617771267,"12578/22417/20423/20371",4
"GO:0034162","GO:0034162","toll-like receptor 9 signaling pathway","4/790","19/28928",0.210526315789474,7.70899400399733,4.90158231566534,0.00154223542232538,0.0137924917882963,0.0101370617771267,"81897/382551/58185/224840",4
"GO:0140131","GO:0140131","positive regulation of lymphocyte chemotaxis","4/790","19/28928",0.210526315789474,7.70899400399733,4.90158231566534,0.00154223542232538,0.0137924917882963,0.0101370617771267,"16963/20306/20304/12775",4
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","9/790","99/28928",0.0909090909090909,3.3288837744534,3.88928039231124,0.00156636913813032,0.0139818432329894,0.0102762293272623,"16963/12372/14061/83408/20617/12478/14169/12482/12766",9
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","5/790","32/28928",0.15625,5.72151898734177,4.47771549733265,0.00163779169616971,0.0145096667716949,0.0106641635672391,"16182/16963/244202/16160/12775",5
"GO:0006699","GO:0006699","bile acid biosynthetic process","5/790","32/28928",0.15625,5.72151898734177,4.47771549733265,0.00163779169616971,0.0145096667716949,0.0106641635672391,"19130/13123/382044/104158/13897",5
"GO:0042537","GO:0042537","benzene-containing compound metabolic process","5/790","32/28928",0.15625,5.72151898734177,4.47771549733265,0.00163779169616971,0.0145096667716949,0.0106641635672391,"98256/70789/56720/15930/13078",5
"GO:0050802","GO:0050802","circadian sleep/wake cycle, sleep","5/790","32/28928",0.15625,5.72151898734177,4.47771549733265,0.00163779169616971,0.0145096667716949,0.0106641635672391,"19215/18167/19218/11657/217369",5
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","9/790","100/28928",0.09,3.29559493670886,3.85306763305076,0.00168046184749479,0.014859814314364,0.0109215113565747,"227231/83408/109648/15465/27007/11988/18126/11629/13078",9
"GO:0140632","GO:0140632","canonical inflammasome complex assembly","6/790","47/28928",0.127659574468085,4.67460274710477,4.22446622138974,0.00168389080904063,0.0148623035519437,0.0109233408704515,"229898/20128/637515/54483/224762/12229",6
"GO:0001823","GO:0001823","mesonephros development","10/790","120/28928",0.0833333333333333,3.05147679324894,3.77328238474864,0.00170325461147377,0.0150051646928715,0.011028339461958,"22420/55994/22417/20423/14234/14561/20474/14165/218772/12705",10
"GO:0031424","GO:0031424","keratinization","7/790","64/28928",0.109375,4.00506329113924,4.03258920475427,0.00177484230030875,0.0156067138585808,0.0114704597944094,"21818/20758/20765/16447/16666/16688/16682",7
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","8/790","82/28928",0.0975609756097561,3.57246063599877,3.90869240811871,0.00179660487001102,0.0157394586200223,0.0115680231548215,"12902/80782/16643/69550/21354/21355/60533/20371",8
"GO:0014009","GO:0014009","glial cell proliferation","8/790","82/28928",0.0975609756097561,3.57246063599877,3.90869240811871,0.00179660487001102,0.0157394586200223,0.0115680231548215,"18619/20423/66797/76527/18858/20666/104156/17986",8
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","12/790","163/28928",0.0736196319018405,2.69578317931195,3.63789840930887,0.00180023040240744,0.0157420147410517,0.0115699018259987,"16963/12372/14061/13040/57816/83408/20617/12478/14169/14419/12482/12766",12
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","14/790","208/28928",0.0673076923076923,2.46465433300876,3.55216573972674,0.00183216122716033,0.0159916179568411,0.0117533525945084,"22029/55932/22163/18671/24099/17394/20304/18095/21943/75766/15117/72049/15511/13078",14
"GO:0060562","GO:0060562","epithelial tube morphogenesis","22/790","404/28928",0.0544554455445545,1.99403434014287,3.37136277595322,0.00185641448677904,0.016173411820241,0.0118869655523606,"20671/22420/14472/16870/99377/22417/20423/21386/16411/14174/14234/15110/20474/65256/17702/14165/18095/22337/21380/104156/19876/12705",22
"GO:0030889","GO:0030889","negative regulation of B cell proliferation","4/790","20/28928",0.2,7.32354430379747,4.74007454023134,0.00188646871990684,0.016263250729772,0.0119529944171868,"12578/57916/208154/12229",4
"GO:0043691","GO:0043691","reverse cholesterol transport","4/790","20/28928",0.2,7.32354430379747,4.74007454023134,0.00188646871990684,0.016263250729772,0.0119529944171868,"382044/104158/13897/11808",4
"GO:1904251","GO:1904251","regulation of bile acid metabolic process","4/790","20/28928",0.2,7.32354430379747,4.74007454023134,0.00188646871990684,0.016263250729772,0.0119529944171868,"19130/382044/104158/13897",4
"GO:0042749","GO:0042749","regulation of circadian sleep/wake cycle","5/790","33/28928",0.151515151515152,5.54813962408899,4.38024134360049,0.0018873912325106,0.016263250729772,0.0119529944171868,"19215/18167/19218/11657/217369",5
"GO:0048535","GO:0048535","lymph node development","5/790","33/28928",0.151515151515152,5.54813962408899,4.38024134360049,0.0018873912325106,0.016263250729772,0.0119529944171868,"14255/12145/12775/21943/16994",5
"GO:0050858","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","5/790","33/28928",0.151515151515152,5.54813962408899,4.38024134360049,0.0018873912325106,0.016263250729772,0.0119529944171868,"77799/329693/12483/547431/20400",5
"GO:0071887","GO:0071887","leukocyte apoptotic process","12/790","164/28928",0.0731707317073171,2.67934547699907,3.61373218497112,0.00189531909368814,0.0163018155927057,0.0119813384179653,"69169/18761/16184/18124/12578/22163/15930/12502/20304/12775/16149/60533",12
"GO:0007416","GO:0007416","synapse assembly","18/790","304/28928",0.0592105263157895,2.16815456362425,3.43076184108045,0.00190134854062091,0.0163030725143271,0.0119822622171106,"14397/66797/20617/243499/211134/69137/76884/237979/18164/16981/320772/20474/19876/77596/12405/574437/236915/70237",18
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","15/790","232/28928",0.0646551724137931,2.36752509821039,3.50418678190941,0.00190237038445452,0.0163030725143271,0.0119822622171106,"22420/14472/19130/22417/20423/21386/14234/20474/17702/14165/18095/22337/21380/104156/12705",15
"GO:0097529","GO:0097529","myeloid leukocyte migration","16/790","256/28928",0.0625,2.28860759493671,3.47000664266276,0.00193218858963751,0.0165286132613556,0.0121480278032702,"16963/19218/20309/20750/56221/20299/76527/20306/20307/20304/20303/12775/21943/245195/11629/16149",16
"GO:0019369","GO:0019369","arachidonate metabolic process","8/790","83/28928",0.0963855421686747,3.52941894158914,3.86672398029983,0.00194161308947188,0.0165313841327731,0.012150064309448,"13101/13105/380997/223706/631304/13078/72082/433247",8
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","7/790","65/28928",0.107692307692308,3.94344693281402,3.98071224542791,0.0019430152887948,0.0165313841327731,0.012150064309448,"228801/23961/23960/246730/414084/327957/12475",7
"GO:0043616","GO:0043616","keratinocyte proliferation","7/790","65/28928",0.107692307692308,3.94344693281402,3.98071224542791,0.0019430152887948,0.0165313841327731,0.012150064309448,"13345/12578/12554/14165/15117/57277/22337",7
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","11/790","143/28928",0.0769230769230769,2.81674780915287,3.64920429858218,0.00194709497278678,0.0165362993911856,0.0121536768748164,"69453/16963/27007/76527/20306/20304/12775/110168/12458/11629/16149",11
"GO:0170033","GO:0170033","L-amino acid metabolic process","13/790","187/28928",0.0695187165775401,2.54561700399377,3.55296053616147,0.00197756418010764,0.0167649157243596,0.0123217029232068,"227231/98256/70789/56720/30956/15930/434437/11484/18126/209027/71275/11720/17986",13
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","13/790","188/28928",0.0691489361702128,2.53207648801508,3.53130005556876,0.00207278470670267,0.0175406619803763,0.0128918528164473,"20198/100061/94094/76681/434219/20128/209387/81897/29820/21943/16994/24108/16149",13
"GO:0032271","GO:0032271","regulation of protein polymerization","14/790","211/28928",0.0663507109004739,2.42961185434039,3.4922752414997,0.00209227913499258,0.0175951805161945,0.0129319222813467,"21916/56221/20617/75305/93675/67971/50876/76884/20259/20741/15511/193740/22153/225288",14
"GO:0002369","GO:0002369","T cell cytokine production","6/790","49/28928",0.122448979591837,4.48380263497804,4.08958405382105,0.00209437335270122,0.0175951805161945,0.0129319222813467,"16182/16963/12010/16160/58185/20371",6
"GO:0035137","GO:0035137","hindlimb morphogenesis","6/790","49/28928",0.122448979591837,4.48380263497804,4.08958405382105,0.00209437335270122,0.0175951805161945,0.0129319222813467,"11694/20423/21386/235320/17702/218772",6
"GO:0002634","GO:0002634","regulation of germinal center formation","3/790","10/28928",0.3,10.9853164556962,5.29171367451949,0.0021090368852533,0.0175951805161945,0.0129319222813467,"24099/72049/14998",3
"GO:0015840","GO:0015840","urea transport","3/790","10/28928",0.3,10.9853164556962,5.29171367451949,0.0021090368852533,0.0175951805161945,0.0129319222813467,"18993/11833/22270",3
"GO:0031666","GO:0031666","positive regulation of lipopolysaccharide-mediated signaling pathway","3/790","10/28928",0.3,10.9853164556962,5.29171367451949,0.0021090368852533,0.0175951805161945,0.0129319222813467,"327957/17079/12475",3
"GO:0045657","GO:0045657","positive regulation of monocyte differentiation","3/790","10/28928",0.3,10.9853164556962,5.29171367451949,0.0021090368852533,0.0175951805161945,0.0129319222813467,"76527/75766/16149",3
"GO:0071352","GO:0071352","cellular response to interleukin-2","3/790","10/28928",0.3,10.9853164556962,5.29171367451949,0.0021090368852533,0.0175951805161945,0.0129319222813467,"16184/16185/16186",3
"GO:0032371","GO:0032371","regulation of sterol transport","7/790","66/28928",0.106060606060606,3.88369773686229,3.92986040659201,0.00212326443692402,0.0176204827261076,0.0129505186357201,"20423/382044/104158/13897/11808/268379/27404",7
"GO:0032374","GO:0032374","regulation of cholesterol transport","7/790","66/28928",0.106060606060606,3.88369773686229,3.92986040659201,0.00212326443692402,0.0176204827261076,0.0129505186357201,"20423/382044/104158/13897/11808/268379/27404",7
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","7/790","66/28928",0.106060606060606,3.88369773686229,3.92986040659201,0.00212326443692402,0.0176204827261076,0.0129505186357201,"12578/20423/14255/12515/57757/16149/20371",7
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","8/790","85/28928",0.0941176470588235,3.44637379002234,3.78469332135154,0.00225920456902563,0.0187157262718228,0.0137554893150092,"16963/12372/14061/329693/20617/12478/14126/12766",8
"GO:0071639","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","4/790","21/28928",0.19047619047619,6.97480409885473,4.5893421527239,0.00228043777364267,0.0188585414485826,0.0138604541242509,"246727/23961/23960/246730",4
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","11/790","146/28928",0.0753424657534247,2.75886942951274,3.56999966089271,0.00229325847278821,0.0189314099799055,0.0139140102774802,"16184/20423/74734/83408/67596/12775/14998/14960/16149/20371/16186",11
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","7/790","67/28928",0.104477611940299,3.82573209899868,3.87999646361115,0.00231615950356362,0.0190870945476919,0.0140284336975278,"58203/54123/434341/17394/547253/15511/16149",7
"GO:0008206","GO:0008206","bile acid metabolic process","6/790","50/28928",0.12,4.39412658227848,4.02483528773114,0.00232589725559389,0.0191339492001992,0.0140628704413957,"19130/13123/382044/104158/13897/16204",6
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","8/790","86/28928",0.0930232558139535,3.40629967618487,3.74459525610431,0.00243256876274273,0.0199766777350803,0.0146822502714193,"12487/14125/16184/109648/16160/12775/12511/12229",8
"GO:0060840","GO:0060840","artery development","10/790","126/28928",0.0793650793650794,2.9061683745228,3.59297206118183,0.00244533715540877,0.0200466702219448,0.014733692619486,"23797/19130/20204/20423/14234/20897/18053/18095/21380/19876",10
"GO:0022410","GO:0022410","circadian sleep/wake cycle process","5/790","35/28928",0.142857142857143,5.23110307414105,4.19671946778166,0.00246834647154972,0.0201304525710843,0.0147952700967174,"19215/18167/19218/11657/217369",5
"GO:0036336","GO:0036336","dendritic cell migration","5/790","35/28928",0.142857142857143,5.23110307414105,4.19671946778166,0.00246834647154972,0.0201304525710843,0.0147952700967174,"12775/65256/321019/245195/12458",5
"GO:0048714","GO:0048714","positive regulation of oligodendrocyte differentiation","5/790","35/28928",0.142857142857143,5.23110307414105,4.19671946778166,0.00246834647154972,0.0201304525710843,0.0147952700967174,"20423/23966/76527/11484/225908",5
"GO:0002534","GO:0002534","cytokine production involved in inflammatory response","7/790","68/28928",0.102941176470588,3.76947133283693,3.83108508893146,0.00252227985920503,0.0204642706102511,0.015040616197864,"14061/229898/15930/18126/54483/11815/12511",7
"GO:0033344","GO:0033344","cholesterol efflux","7/790","68/28928",0.102941176470588,3.76947133283693,3.83108508893146,0.00252227985920503,0.0204642706102511,0.015040616197864,"20423/382044/104158/13897/11808/66113/27404",7
